Language,Repository,URL,Title,Labels,Assignee,Difficulty
HTML,aws-appsync-community,https://github.com/aws/aws-appsync-community/issues/215,[Feature Request] Support bulk API (NDJSON) request to OpenSearch,,
HTML,aws-appsync-community,https://github.com/aws/aws-appsync-community/issues/237,Mutations not replacing previous values,,
HTML,aws-appsync-community,https://github.com/aws/aws-appsync-community/issues/236,Appsync one click deployment from dev to prod environment like API gateway,,
HTML,aws-appsync-community,https://github.com/aws/aws-appsync-community/issues/235,VTL - current week index,,
HTML,aws-appsync-community,https://github.com/aws/aws-appsync-community/issues/234,How to perform Suggester Auto completion in AppSync,,
HTML,aws-appsync-community,https://github.com/aws/aws-appsync-community/issues/201,Remove alg parameter as required for OPENID_CONNECT Authorization,,
HTML,aws-appsync-community,https://github.com/aws/aws-appsync-community/issues/226,RFC - AWS AppSync Merged APIs,rfc,
HTML,aws-appsync-community,https://github.com/aws/aws-appsync-community/issues/74,[Question] How to access request cookies header in a JS Lambda Resolver,enhancement,
HTML,aws-appsync-community,https://github.com/aws/aws-appsync-community/issues/190,Custom CloudWatch log group name,,
HTML,aws-appsync-community,https://github.com/aws/aws-appsync-community/issues/130,Feature Request: Custom API KEY,enhancement,
HTML,aws-appsync-community,https://github.com/aws/aws-appsync-community/issues/214,AppSync returns Unauthorized when using Lambda Authorizer,,
HTML,aws-appsync-community,https://github.com/aws/aws-appsync-community/issues/96,"OpenID Authorisation can't handle ""Bearer "" in header value",enhancement,
HTML,aws-appsync-community,https://github.com/aws/aws-appsync-community/issues/103,Enable CORS on the AppSync Admin APIs,enhancement,
HTML,aws-appsync-community,https://github.com/aws/aws-appsync-community/issues/232,BUG: CreatedAt used in beginsWith with several parameters requires AWSDateTime input instead of a string,,
HTML,aws-appsync-community,https://github.com/aws/aws-appsync-community/issues/231,Allow Subscription to return a type that the Mutation Response Implements ,,
HTML,aws-appsync-community,https://github.com/aws/aws-appsync-community/issues/230,"AWS Appsync GraphQL: Resolver Request Payload does not contain ""identity"" in the context",,
HTML,aws-appsync-community,https://github.com/aws/aws-appsync-community/issues/81,Feature Request: HTTP Resolver to Private ELB or VPC Link support,enhancement,
HTML,aws-appsync-community,https://github.com/aws/aws-appsync-community/issues/83,Question: Secure Appsync API,enhancement,
HTML,aws-appsync-community,https://github.com/aws/aws-appsync-community/issues/225,AppSync Sync Operation Query According To A Partition Key (PK),,
HTML,aws-appsync-community,https://github.com/aws/aws-appsync-community/issues/229,Subscription filtering,,
HTML,aws-appsync-community,https://github.com/aws/aws-appsync-community/issues/44,How to handle escaping quotes in mutations against SQL Datasource?,enhancement,
HTML,aws-appsync-community,https://github.com/aws/aws-appsync-community/issues/21,Feature request: Support for the Long datatype (64 bit integer),enhancement,
HTML,aws-appsync-community,https://github.com/aws/aws-appsync-community/issues/202,Per Resolver CachingKeys for Cognito Custom Attribute,pending triage,
HTML,aws-appsync-community,https://github.com/aws/aws-appsync-community/issues/228,AppSync DynamoDB Resolvers with update conditions,,
